"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"HOPIOBED","Other hospital beds","NOMBRENB","Number","BEL","Belgium","2008","2008",3993,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","BEL","Belgium","2009","2009",4087,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","BEL","Belgium","2010","2010",4147,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","BEL","Belgium","2011","2011",4219,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","BEL","Belgium","2012","2012",4477,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","BEL","Belgium","2013","2013",4513,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","BEL","Belgium","2014","2014",4513,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","BEL","Belgium","2015","2015",4539,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","BEL","Belgium","2016","2016",4665,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CAN","Canada","2000","2000",115829,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CAN","Canada","2001","2001",114376,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CAN","Canada","2002","2002",114174,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CAN","Canada","2003","2003",110637,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CAN","Canada","2004","2004",109868,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CAN","Canada","2005","2005",99957,"B","Break"
"HOPITBED","Total hospital beds","NOMBRENB","Number","CAN","Canada","2006","2006",98289,"B","Break"
"HOPITBED","Total hospital beds","NOMBRENB","Number","CAN","Canada","2007","2007",97460,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CAN","Canada","2008","2008",94801,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CAN","Canada","2009","2009",94297,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CAN","Canada","2010","2010",94702,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CAN","Canada","2011","2011",96040,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CAN","Canada","2012","2012",96710,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CAN","Canada","2013","2013",95409,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CAN","Canada","2014","2014",94779,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CAN","Canada","2015","2015",93595,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CAN","Canada","2016","2016",93599,"P","Provisional value"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","CAN","Canada","2000","2000",106752,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","CAN","Canada","2001","2001",104831,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","CAN","Canada","2002","2002",104185,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","CAN","Canada","2003","2003",100676,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","CAN","Canada","2004","2004",100567,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","CAN","Canada","2005","2005",87917,"B","Break"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","CAN","Canada","2006","2006",73135,"B","Break"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","CAN","Canada","2007","2007",72417,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","CAN","Canada","2008","2008",72113,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","CAN","Canada","2009","2009",71318,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","CAN","Canada","2010","2010",71224,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","CAN","Canada","2011","2011",72003,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","CAN","Canada","2012","2012",73039,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","CAN","Canada","2013","2013",72891,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","CAN","Canada","2014","2014",73214,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","CAN","Canada","2015","2015",72447,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","CAN","Canada","2016","2016",72448,"P","Provisional value"
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","CAN","Canada","2000","2000",9365,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","CAN","Canada","2001","2001",8860,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","CAN","Canada","2002","2002",8466,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","CAN","Canada","2003","2003",9661,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","CAN","Canada","2004","2004",9871,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","CAN","Canada","2005","2005",9434,"B","Break"
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","CAN","Canada","2006","2006",13220,"B","Break"
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","CAN","Canada","2007","2007",13225,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","CAN","Canada","2008","2008",12990,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","CAN","Canada","2009","2009",12935,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","CAN","Canada","2010","2010",12276,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","CAN","Canada","2011","2011",12389,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","CAN","Canada","2012","2012",12765,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","CAN","Canada","2013","2013",12894,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","CAN","Canada","2014","2014",12541,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","CAN","Canada","2015","2015",12505,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","CAN","Canada","2016","2016",12506,"P","Provisional value"
"HOPILIMM","Long-term care beds","NOMBRENB","Number","CAN","Canada","2000","2000",7019,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","CAN","Canada","2001","2001",7454,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","CAN","Canada","2002","2002",7795,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","CAN","Canada","2003","2003",7469,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","CAN","Canada","2004","2004",6807,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","CAN","Canada","2005","2005",10199,"B","Break"
"HOPILIMM","Long-term care beds","NOMBRENB","Number","CAN","Canada","2006","2006",21238,"B","Break"
"HOPILIMM","Long-term care beds","NOMBRENB","Number","CAN","Canada","2007","2007",21083,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","CAN","Canada","2008","2008",18731,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","CAN","Canada","2009","2009",18765,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","CAN","Canada","2010","2010",18997,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","CAN","Canada","2011","2011",19037,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","CAN","Canada","2012","2012",18444,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","CAN","Canada","2013","2013",17829,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","CAN","Canada","2014","2014",16940,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","CAN","Canada","2015","2015",16211,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","CAN","Canada","2016","2016",16212,"P","Provisional value"
"HOPIOBED","Other hospital beds","NOMBRENB","Number","CAN","Canada","2006","2006",349,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","CAN","Canada","2007","2007",318,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","CAN","Canada","2008","2008",304,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","CAN","Canada","2009","2009",612,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","CAN","Canada","2010","2010",622,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","CAN","Canada","2011","2011",606,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","CAN","Canada","2012","2012",584,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","CAN","Canada","2013","2013",197,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","CAN","Canada","2014","2014",221,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","CAN","Canada","2015","2015",619,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","CAN","Canada","2016","2016",620,"P","Provisional value"
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","CAN","Canada","2006","2006",97614,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","CAN","Canada","2007","2007",96785,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","CAN","Canada","2008","2008",94126,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","CAN","Canada","2009","2009",93622,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","CAN","Canada","2010","2010",94092,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","CAN","Canada","2011","2011",95430,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","CAN","Canada","2012","2012",96100,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","CAN","Canada","2013","2013",94784,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","CAN","Canada","2014","2014",94150,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","CAN","Canada","2015","2015",92966,,
"HOPITPOH","Beds in publicly owned hospitals","NOMBRENB","Number","CAN","Canada","2016","2016",92970,"P","Provisional value"
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","CAN","Canada","2006","2006",675,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","CAN","Canada","2007","2007",675,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","CAN","Canada","2008","2008",675,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","CAN","Canada","2009","2009",675,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","CAN","Canada","2010","2010",610,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","CAN","Canada","2011","2011",610,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","CAN","Canada","2012","2012",610,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","CAN","Canada","2013","2013",625,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","CAN","Canada","2014","2014",629,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","CAN","Canada","2015","2015",629,,
"HOPIFROH","Beds in for-profit privately owned hospitals","NOMBRENB","Number","CAN","Canada","2016","2016",629,"P","Provisional value"
"HOPITBED","Total hospital beds","NOMBRENB","Number","CZE","Czech Republic","2000","2000",79985,"B","Break"
"HOPITBED","Total hospital beds","NOMBRENB","Number","CZE","Czech Republic","2001","2001",79354,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CZE","Czech Republic","2002","2002",79177,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CZE","Czech Republic","2003","2003",78825,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CZE","Czech Republic","2004","2004",78004,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CZE","Czech Republic","2005","2005",77309,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CZE","Czech Republic","2006","2006",76245,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CZE","Czech Republic","2007","2007",75502,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CZE","Czech Republic","2008","2008",74924,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CZE","Czech Republic","2009","2009",74607,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CZE","Czech Republic","2010","2010",73746,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CZE","Czech Republic","2011","2011",71750,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CZE","Czech Republic","2012","2012",70014,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CZE","Czech Republic","2013","2013",67888,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","CZE","Czech Republic","2014","2014",67937,"B","Break"
"HOPITBED","Total hospital beds","NOMBRENB","Number","CZE","Czech Republic","2015","2015",68392,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","CZE","Czech Republic","2000","2000",59300,"B","Break"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","CZE","Czech Republic","2001","2001",58494,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","CZE","Czech Republic","2002","2002",58033,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","CZE","Czech Republic","2003","2003",56918,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","CZE","Czech Republic","2004","2004",55408,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","CZE","Czech Republic","2005","2005",54787,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","CZE","Czech Republic","2006","2006",54034,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","CZE","Czech Republic","2007","2007",53652,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","CZE","Czech Republic","2008","2008",52979,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","CZE","Czech Republic","2009","2009",52290,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","CZE","Czech Republic","2010","2010",51132,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","CZE","Czech Republic","2011","2011",49206,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","CZE","Czech Republic","2012","2012",47581,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","CZE","Czech Republic","2013","2013",45288,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","CZE","Czech Republic","2014","2014",44810,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","CZE","Czech Republic","2015","2015",44842,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","CZE","Czech Republic","2000","2000",11609,"B","Break"
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","CZE","Czech Republic","2001","2001",11693,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","CZE","Czech Republic","2002","2002",11591,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","CZE","Czech Republic","2003","2003",11494,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","CZE","Czech Republic","2004","2004",11452,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","CZE","Czech Republic","2005","2005",11297,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","CZE","Czech Republic","2006","2006",11182,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","CZE","Czech Republic","2007","2007",11046,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","CZE","Czech Republic","2008","2008",10936,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","CZE","Czech Republic","2009","2009",10850,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","CZE","Czech Republic","2010","2010",10692,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","CZE","Czech Republic","2011","2011",10582,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","CZE","Czech Republic","2012","2012",10357,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","CZE","Czech Republic","2013","2013",10197,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","CZE","Czech Republic","2014","2014",10172,,
"HOPILIPS","Psychiatric care beds","NOMBRENB","Number","CZE","Czech Republic","2015","2015",10207,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","CZE","Czech Republic","2000","2000",14728,"B","Break"
"HOPILIMM","Long-term care beds","NOMBRENB","Number","CZE","Czech Republic","2001","2001",14858,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","CZE","Czech Republic","2002","2002",15062,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","CZE","Czech Republic","2003","2003",15712,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","CZE","Czech Republic","2004","2004",16255,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","CZE","Czech Republic","2005","2005",16275,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","CZE","Czech Republic","2006","2006",16097,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","CZE","Czech Republic","2007","2007",15864,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","CZE","Czech Republic","2008","2008",15937,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","CZE","Czech Republic","2009","2009",16201,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","CZE","Czech Republic","2010","2010",16364,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","CZE","Czech Republic","2011","2011",16305,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","CZE","Czech Republic","2012","2012",16089,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","CZE","Czech Republic","2013","2013",16020,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","CZE","Czech Republic","2014","2014",16228,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","CZE","Czech Republic","2015","2015",16510,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","CZE","Czech Republic","2000","2000",3389,"B","Break"
"HOPIOBED","Other hospital beds","NOMBRENB","Number","CZE","Czech Republic","2001","2001",3305,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","CZE","Czech Republic","2002","2002",3274,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","CZE","Czech Republic","2003","2003",3111,,
